Unnamed: 0,id,text,sentiment
137,805668428447158000, rally in #toronto condemns the massacre in #aleppo & urges #canada to #standwithaleppo & act to stop the bombings ,neutral
138,802124452968414000," the older, the better frase que solo aplica para ricky martin",positive
139,805682890868662000, i feel like muhammad ali..,neutral
140,805722406694354000, syria national defense force destroys sniper nest in aleppo / video  ,neutral
141,802141093122936000, election interference comey and she still won million+ popular vote #stillwithher #auditthevote #recount ,neutral
143,802377925446213000, george soros spends big to defend voter fraud  via  ,neutral
144,623052474442739000, ....eid.... mubarak may allah bless u foreve with all of his b	,positive
146,629270724155428000," ""glasnow is nearly identical to  david price, who got the call up and was outstanding as a reliever in sept/oct. 	",positive
148,802212677753912000, ben carson?? ,neutral
150,802167186508958000, show your love towards him/her on this valentine's day ,positive
151,629046948071235000, ugh why didnt i just go see paul mccartney on friday &gt;&gt;&gt; anything else	,neutral
152,633386192675860000," ""trump addresses the redstate gathering on saturday, as do two other highly ranked rivals, jeb bush and scott walker""	",neutral
153,633382864470585000," ""sometimes you have a monday and a half. for those days, i rely on sam smith and jack daniels.""	",neutral
155,669932123592241000, war criminal tony blair backs war like the big war mongering monster he is 	,negative
156,625888509560098000, kris bryant will make october th come faster don't worry everyone.	,positive
158,635955327540850000, straight outta compton made it look like ice cube wrote friday... or maybe he was just reading the script	,neutral
159,805668704851755000,"  sarandon, fake news, bernie, non voters, the press, comey, voter suppression , green party...your list is spot on.",neutral
162,675541346858438000,     i feel next season may be better for vicki if briana is on #rhoc with adorable boys. #positive	,positive
163,626630028554452000, 'yakub was innocent man'the scientists who discovered this truth should awarded with nobel prize -&gt;  	,neutral
164,802361030324211000, millions are sharing what tommy hilfiger just did for melania trump! liberals can't stand it! ,negative
165,802358769418047000," i was inspired by the election, i carved ""trump and the baset of deplorables,it's empty"" i'm a folk artist, cody kl⊦ ",neutral
166,805323247613018000," obama goes to cuba after + years of embargo, libtards pat him on the back. trump gets a congratulations from... ",neutral
167,634953528616706000,  is it true that iron maiden is touring in guatemala on march   ????????	,positive
170,802162923862948000,"  i am taking notice,of all democratic party elected officials, who r not fighting  usa as   replace  fighters",negative
171,661601351005249000," ""bing crosby &amp; david bowie have been singing """"peace on earth/little drummer boy"""" in my head all day. how's your november rd going?""	",neutral
172,801917567145164000, grateful for these bad hombres ,neutral
173,634813515044229000, it's a foo fighters friday on  the wolf..  fast freddie has your chance to win tickets all afternoon. when you... 	,positive
174,801873678929719000,    #jocox  supporter of #hamas and #fabian and #hoax death to try and stop #brexitthe #remain cancer lost,negative
176,630530962820960000,  so sorry for the loss of your beloved husband and father of your kids. may you see him again in heaven. rip frank gifford.	,negative
178,636581985482182000, remember how zayn left the band on my th birthday  NNEGEMOTICONN  #monthswithoutzayn	,neutral
179,677972601101152000," ""lost my voice to a cold, but still cracked up knowing we wiped the floor with kazakhstan and saudi arabia 	",negative
180,802332655366701000, operated by imura works of imura has been working to protect the freedom of gun rights and d printing workplease support the activities!!,positive
181,802029465085812000, thank you mr. president   you will be so missed by this woman!  bet show is fantastic. stay forever young...#thankyouobama,positive
183,802189759124799000,"    that's industrial, due to us producing tipp top hurlers.",neutral
184,802150437717676000, front to back 😉😏😍😘 #frontendfriday #tigif #gotass #beautyandthebeast⊦ ,positive
185,677564834775326000, thurs /:  wanna watch big hero six with thor &amp; tanner today?  #thortheelf 	,neutral
188,630482719814909000," ""we will miss you frank gifford, nfl legend &amp; hubby of  now walking in glory &amp; wonder with god himself 	",positive
189,802191021278785000," #marketnews tesla⊙s model x is ⊘fast and flawed,⊙ consumer reports says ",neutral
190,639918537285480000, going to the red sox game tomorrow  what i'm most looking forward to?  post game burrito at  by a mile	,positive
191,801842457377837000, thinking about doing a live feed of google earth vr this weekend. talk about my travels a bit and awesome places to go. thoughts?,neutral
192,634892268038565000, who is the better rd basemen in the league? retweet for david wright fav for nolan arenado  #mets #rockies 	,neutral
195,801802382975922000,"    i'm showing google earth vr to my colleague, he can't stop anymore ;d. try it if you haven't yet!",positive
196,805723062670868000," #russia fm rejects un resolution for ceasefire as ""counter-productive"" | #aleppo #syria ",neutral
197,802076697176768000, david blaine is so fucking awesome. you just can't watch his tricks without the feeling that everything inside you is shrank. ,positive
199,805670628879724000," photos: from the rio olympics to the cubs' win, take a look back at the big sports events of . #yearinreview⊦ ",positive
202,805603208148164000, #ashley #graham #needed #affirmation after being #dumped  ,neutral
203,805678347661561000," and ≠ marine le pen. she is not a product of brexit or trump, let alone italian no or hofer, even if some context s⊦ ",neutral
204,805659013052514000, the patriarchy is ruining my life but at least we have abortion rights,negative
207,802163805933411000, my  obsession is reaching  ' levels. not in  ' territory yet. i bought the paperback bio for that,positive
208,802176739925490000,  yo! hot #uber driver last night 😝 #turkeyday 🦎,positive
210,631497977962430000, i was saddened to hear of the death of frank gifford. i only saw him on monday night football but he was great. he will be missed.	,positive
211,631851824824348000,   yeh the new episode just got released... sasuke has the th path eyes with sharingan and naruto has master of senjutsu	,neutral
212,625470811521073000,  #simonika hivemind!   we should watch sharknado tomorrow...it might just blow your mind #sorry #notsorry	,positive
213,802187995373858000," classic rd world dictator move, surround yourself with unquailfied loyalist that will be yes men to an... ",negative
214,802141373646471000," ministers have not learned #libya lessons, say #mps  ""we want to stand with you,  told #libya """,neutral
215,630160636903845000," ""one of the advantages to living in sc is we get to meet candidates in person, going to meet carly fiorina tomorrow, a competent honest woman""	",positive
216,680435807098806000, iran may have chinese companies export oil to mongolia: mongolia has requested oil from iran and it is possibl...  	,neutral
217,801863027356114000, israeli officer tells upper west side synagogue that israel almost went to war with #hezbollah last year |  i... ,neutral
218,802207525764481000," count third party votes, and he lost the popular vote by approximately  million votes! ",neutral
219,805665956081102000, marked as to-read: my life by fidel castro ,neutral
220,805654691938004000," 📷 young people⊙s revolution, from minimum wage to millions. ",neutral
221,636911916812623000, gucci bags conscience settled belief march draw the veil the yoke yours personality in amalgamation in transit...	,neutral
222,802206978495757000,    recount all votes then and see with illegals & dead folks he'll win popular vote too!,neutral
224,630746890699735000, did  ever meet  ? was so proud to be a nirvana fan when they did the benefit gig in april  	,positive
226,802364270625230000,  michael moore for president would be a good thing.  all jokes aside.,positive
227,802194354584567000,  #capture #isis  #militants by #iraqiarmy seen what happened next #russia #usa #syria #syrianarmy #america,neutral
228,640695029107814000, did i mention that for my brothers th birthday he asked for and received john cena merch.	,neutral
229,630168346143535000,  any idea if the moto g (rd gen) will be available on verizon anytime soon? 	,neutral
230,629859853415096000," ""now the yankees are primed to be swept. they face david price tomorrow. yea, i know, they hit him well. he's way too to not change that up.""	",neutral
231,805527492043960000, #trump was put into office mainly by people who have a voter registration card but have never had a library card@anuncivilphd ,negative
232,661720504315871000, alright if you hate briana ok but like just ignore her don't call her names just leave her be if we ignore this it may just leave	,negative
233,663960794212634000, if you're truly my friend you'll play david bowie's greatest hits when i'm about to have my st kid	,positive
234,802288207039561000," watch ⊜ai, deep learning, and machine learning: a primer⊝ on #vimeo ",neutral
235,638267335862820000, awesome veggie sunday lunch at the prince george in brighton. a great little pub! 	,positive
237,802205294214413000,  so an inbred neo-nazi wants to play too eh? do you dare?      ,negative
238,679456513337917000," ""assault on academic freedom? ucla conference blames israel: in october, the university of california, riversid...  	",negative
239,634196927614087000," ""so, i get to work the jason aldean concert this sunday at  ! find me at the  booth!""	",positive
240,638324877221609000," ""kanye west, greatest human on earth, announced sunday that he will be running for president of the united states... 	",positive
241,801983698350571000, nhl: tarasenkomlb: verlandernfl: dez nba: not a sportsoccer: not an american sport ,neutral
244,638127291848114000," ""how many times does naruto say """"believe it"""" in one episode? the world may never know.""	",neutral
245,633092807591268000," ""big brother gossip: big brother season , episode  recap: the sunday after the double eviction episod...  #bb""	",neutral
246,678302978311229000, #iran #terrorism iran expects oil to fall below $: iran said on saturday that it expects o...  #islam #tcot #uhf	,neutral
247,641229534751133000, sunday oliseh reacts to super eagles goallessdraw with tanzania  via 	,neutral
248,631131452047011000, the dustin johnson bunker is located somewhere under this grandstand on the th. #walkingwhistling 	,neutral
249,633794214585847000, david wright leading off the bottom of the th. two walks so far tonight. let's see more! #mets	,positive
250,641029934350254000," "" djokovic has worse antics than murray in my opinion. but he's my nd fav player, after king roger.""	",neutral
251,636370132793696000,  they may want to learn about basics of islam as well... 	,neutral
253,639515538943791000,  hangover city on a sunday morning - we might not even make it back to the hotel to sleep if we end up in gay  happy )	,neutral
255,802140202999442000, good point here. #trump says we don't know who the rebels are. but we do know who #assad's forces are: #hezbollah a⊦ ,neutral
256,641064126052220000,  i thought it was over like a rousey fight. it may go into th qtr.	,neutral
257,640436068827856000," "" go with the moto g rd gen  gb overall a very good phone, even the oneplus one is a good choice but cam better on moto g.""	",positive
258,624867128538042000,  why abp is telecasting yakub family interview.  it is to get the sympathy.  abp may be hanged along with yakub	,negative
259,805647531824779000, #twink sex pics zac efron and nude model ,neutral
261,627941664519270000, #punchnews boko haram kills seven in borno community: the borno state police command on sunday confirmed the k... 	,negative
262,623632935384514000, how much do you know about john kasich?: take this quiz to keep up with the sweet th republican pre...  	,neutral
263,634893993713770000, david wright - with a run scored for st. lucie tonight. they are trailing - in the th inning.	,neutral
264,633683904206106000," ""meant to be going to see paper towns on saturday, but i'm really not a fan of cara delevingne""	",neutral
265,678295789316116000," ""iran men march into final: in sunday's final, iran will meet kazakhstan, which defeated sri lanka - in the o...  	",neutral
266,641064123430735000," ""they really just used a rousey analogy for osu? c'mon, man.""	",negative
267,802077755139619000, if tony romo goes to denver in the off season the broncos will win another sb if their d stays the same. remember they knocked cam retarded?,neutral
268,640976590327926000," ""there are so many foo fighters songs i'd love to see live, but i think february stars is the one i'd like to see the most""	",positive
269,635648473275179000," ""now officially brock lesnar st lost being pinned or submitted since his defeat against the game triple h at wrestlemania , . years!!""	",neutral
270,633173918996525000,  i study sat prep material so i can understand the big words they use in naruto	,neutral
274,629715296748634000, dragon ball z tomorrow but i don't know if i want to wake up early to see it at  ... when i can see fntastic or ant-man at a later time	,negative
275,628019259235414000," "" from one messianic cause, to the cause of religious liberty for muslims. is that what you are referring to as the nd?""	",neutral
276,626818415819407000," ""get the details behind the publication of go set a watchman with a new documentary, out september . 	",neutral
277,805662758481973000, this settler election is too much. tribal elections look easy in comparison. a #recount just makes sense with the electoral college in place,negative
278,802365240939806000, michael moore sets cnn straight on hillary clinton  via ,neutral
280,667496295376924000, and i'm not rich of course there's a reason we're only going saturday which also meant no kim and briana photo for us  happy 	,negative
281,676834990181756000, i have to rewrite an essay for tomorrow and i have no motivation to do it and i'm just sitting with my head on my arm with david bowie on	,neutral
283,805656836976312000,  - cde fidel castro - true friend of africa. africa remembers your contribution in our struggle. rip ,positive
284,638553212342112000, talking about janet jackson...i can't wait to see her in february!  #unbreakableworldtour	,positive
285,802403152737738000," when steve bannon watched mississippi burning, did he root for the klan?  just curious.",negative
289,677527790615334000,  this administratio is living in the twilight zone there may b terrorists mixed in with the refugees y r u putting our lives at risk	,negative
290,634778950451994000," ""as part of the continued offensive operations against the boko haram terrorists, troops of  brigade friday... 	",positive
291,800015774517760000,  how will you spend your courage? jane mead reads from world of made and unmade. #nbawards #miamibookfair ,neutral
292,640911227649163000,  let's not consider how awful tomorrow's commute with the additional foo fighters traffic will be #blissfulignorance	,negative
293,674663449788420000, trump paid $ to hear adams speak about irish peace process less than  months before huge ira bomb on  feb  	,neutral
294,660590429096816000, tfi friday was good in the s because it was new and chris evans was young.  someone needs to tell him this is crap and dated.	,negative
295,637103950731325000, mariners despite franklin gutierrez's two-run homer in the th wasn't enough as the white sox got a - win	,neutral
296,626216030893793000, yakub may hv a case based on raman's report but left liberals entry  save him has changed character of the case. wd they do  sadhvi pragya	,neutral
297,800021012612059000, #icymi the #nbawards winners for  werethe underground railroad by colson whiteheadstamped from the beginning by ibram x kendi,neutral
298,632694145216180000," ""would love to see dustin johnson make a huge charge tomorrow, he's got the game""	",positive
299,639154983766781000," "" little concerned his ascendancy may still some thunder from frank ocean. as you've said, frank better hurry up w/ new album.""	",neutral
300,799605718953250000," #nationalfastfoodday i don't care, i don't really like fast food...",neutral
301,801151517768241000, watch 's coverage of #nbawards winner  discussing the underground railroad at  ,neutral
302,805670257654435000, best #fidelcastro story ever! ,positive
303,802208340042361000," and he gets away with this. he will ruin america along with paul ryan, steve bannon, mike pence and all the others.⊦ ",negative
304,661739458086248000," ""wait if briana really got pregnant in march when they said she did, doesn't that mean she is  months already and that she is due any day?""	",neutral
305,661919266778804000," ""here's the shower who fine gael and unionists commissioned to do """"report"""" on ira in advance of #ge  #sinnfein #vinb""	",negative
307,640590100720652000, manchester united may have slammed the door shut on david de gea joining real madrid in the new year.	,neutral
308,638747772510867000," ""#polygon deadpool comes to ps, xbox one in november: deadpool, the over-the-top adaptation of marvel comics' ... 	",neutral
309,681875112086261000, justin bieber is working on his man bun (and his tan) over the holiday break: man buns may not be the safest h... 	,neutral
310,626296139139166000," ""gms market commentary on ship breaking in week . with eid holidays now over, it was hoped that some resurgence (.. 	",neutral
311,625928761054228000," ""princess (later queen) anne, the last stuart monarch of britain, married prince george of denmark on  july ""	",neutral
313,802212881232199000,"      🚨romney is a trump competitor, not trumpworthy! ",neutral
314,674213779018637000, festivus is back as a twilight event on friday  january. do you like music? do you like the arts? do you like... 	,neutral
316,663898714776297000," "" can you beat dark souls  before tomorrow? maybe play both, as adventures in the apocalypse will seem nice in comparison.""	",positive
318,667318225382707000,  i'll be glad to see peter robinson resign he will be remember as one of the  traitors who has sat in govt with the ira...	,negative
319,637145533145088000,  no actually i made a video for the john cena meme ill tweet it tomorrow and ill tag you its comedy gold i swear	,positive
320,635494662275403000, never break the th comandment  of the beast brock lesnar thy shall not intentionally provoke the beast	,neutral
321,638606312918679000," "" if man utd and real madrid cannot get the paperwork correct and on time, who can ?""	",neutral
322,802351680536924000, 👏brillant idea!👏 #d printing for #wildlife conservation. #animals #ecoafrica  ⊦ ,positive
323,805670722152648000, i have narrowed it down to  priorities (open to discussion of course) . #recount  . #electoralcollege . voter suppression,positive
324,639205609615826000," "" except according to that bible you """"christians"""" love, she is still committing adultery by not being married to her st husband.""	",negative
325,640032285882880000," ""tom brady breaks deflategate silence, announces august rd as birthday and asks that you, """"like me,"""" on facebook...""	",neutral
326,802347730924208000, if you didn't want to do it that all you had to say,negative
330,640538361866776000, gucci variety jivatma reception november boom the doublet yours specific sympathy wedding so as to industrial ...	,neutral
333,628294903114674000," ""david price joins such names as dewayne buice, pasqual coco, and ty taubenheim with his st jays win. can he catch steve trachsel saturday?""	",neutral
334,801990079086558000, true? are you #halal ?     #cdnpoli#christianity#sharia #hamas,neutral
335,638119918869815000, i'm sad about going into th year so i'm watching john cena videos and it's helping so much	,neutral
337,625537887166017000, i can't believe i just sat through ant-man again	,neutral
338,805653210845151000, murder accessory on ice before vic killing  another drug fucked moron. we need the death penalty back.,negative
339,625442778634256000," ""josh hamilton struck out swinging to end the angels - win over the rangers. the angels are  game up on the astros, who they play tuesday""	",neutral
340,680712173715324000,  december  - bam earthquake struck the kerman province of southeastern iran. 	,negative
341,802383684930138000,"   folks,  not worried about the """" of hardcore supporters. needs israel, gop and moderate dems.",neutral
342,634969606570967000, summerslam results: john cena wins his th world championship. following night: loses the u.s. title due to a distraction from seth rollins	,neutral
343,641283665410940000," ""#chucknorrisfacts: at the beach, children try to dig a hole to china. when chuck norris goes to the beach, he digs a hole to the sun.""	",neutral
346,802427292995715000,  someone has feelings hurt. those sweet tolerant liberals never dm me. bummed!,negative
347,630221697447129000, floyd mayweather may be the most arrogant human being on the planet but that nigga rich af	,negative
349,624239378085212000, they say d surpass bb on th day bcoz of xmas holiday but forget bb has benifited from eid holidays #wow	,positive
350,637481047295401000, q:in which year badr the st battle in the history of islam was fought? a.  ad b.  ad c.  ad  answer a  ad #gb_jiskani	,neutral
351,676203548862906000, kendrick and sean - keith want to take you to a gay bar -  tonight as we fling cocktails - sunday   pm- am... 	,neutral
352,639231450575933000, who else is going to the  vs red sox game at fenway park on labour day monday?	,neutral
353,802180674702740000," ben carson being considered for the same cabinet position jack bauer once had. mister carson, you're no jack bauer. ",negative
354,623558057763696000," ""#aamirkhan celebrates eid with brother #faisalkhan and family  on july , aamir khan took time off to celebrate... 	",neutral
355,634418856786726000,  now you got me on the hunt for tickets event in houston in oct! learn that rousey arm bar! she needs a good challenger  happy 	,positive
356,680459095200104000, okay justin bieber may not be the best role model out there but damn he got some good songs out now	,positive
357,802334806180667000,"  as a high school quarterback, kim jong-un once threw an interception to himself and returned it for a touchdown",neutral
360,622945668714246000, sunday seems to be a bad day for dustin johnson to play in majors!! maybe mondays will be better.	,neutral
362,802368519681798000," new favorite: playlist dark folk (leonard cohen, sufjan stevens...) by kim - indie/alternative editor  ",neutral
364,628818954820132000, bethe correia still thinks she can beat rousey and that santa claus is coming december th.	,neutral
366,802181006304377000, hate breeds hate.. fire breeds fire#palestine ,negative
367,633570727334010000, oliseh becomes the first nigeria football figure to ring a bell at nse: super eagles coach sunday oliseh visit... 	,neutral
368,641437553250422000, red sox are imploding in the th inning.  would be nice if they could have done this in like the th inning.  #bluejays	,neutral
369,640098977103355000," ""when your sister plays iron maiden on a saturday morning, you know your work as a brother is done.""	",positive
370,805694446876717000, debating with anti-gun politicians be like: #guncontrol,neutral
371,625558632113963000, boko haram: major general assures on military triumph -  muazu made the statement on sat...  	,negative
372,802205301529332000, so in april we get persona  and phantom trigger  and . ,neutral
373,677481308923252000, the tix have been purchased. saturday is star wars day for me and the mister. gotta love reserve seating!	,positive
374,623086937830658000, man its unbelievable that paul dunne is even leading going into championship monday	,neutral
375,637813034778501000, gonna try to meet shawn when he comes in here in october. someone come with me??	,neutral
377,805689537024274000, alexandra daddario on working with zac efron and dwayne johnson on baywatch #zacefron  ,neutral
378,802371819500085000,  medicaid is the main cause of er overcrowding. medicaid patients are x more likely to go to the er for non-emergencies.,negative
379,802197453772647000, #thewalkingdead  😍 sweet dreams ,neutral
380,627695018212376000,    saw my st concert in  acdc then saw nirvana at the big day out wow still remember likeyesterday	,positive
381,638191759101706000, floyd mayweather is the greatest boxer of all time.	,positive
382,637750404407693000," ""gay and christian: what the bible really says -  part sermon september  and  - trinity ucc, concord. am.... 	",neutral
