id,text
640013442154385000, news in on john cena possibility hurt at a live event.. looks like he may have re-injured his nose. hopefully the rumor is false #wwe #cena	
626045838842793000, reason why ant-man may have 'struggled' vs. other marvel? my parents assumed it was a parody.	
629822713666928000, nothing like spending your friday night on the side of the road. #overheating @ dunkin' donuts 	
802381847942594000,  no! it's about the shit false equivalency coverage by media and comey. media systematic character diso⊦ 
802382003001815000, deep learning in aerial systems using jetson  
802010731352760000,  i'm totally looking forward to yakuza  and persona ! but after xiii i'm not sure i can ever love again
802215356521553000, only in san diego!post thanksgiving run complete in ideal weather and with astonishing⊦ 
637304779710984000,dean ambrose want the ugly (#wyattfamily)one on friday night #smackdown.but i confused which one the ugly one..i mean the all are ugly !
621837278504071000, kim kardashian on the cover of rolling stone is not the death of rock. this is.  	
628057236930039000," ""#gawker #news nigerian army frees  children,  adults from boko haram: on sunday, the nig...  #uniteblue #tcot""	"
626786212225757000, tonight come out for our wxtu promo! -: you can win () tickets to see jason aldean on august th !... 	
802185059449143000,   please read the article about steve bannon and his adoration of sarah palin on the 
640546473336274000,"good morning dallas! sunday funday ahead with yoga, brunch and ty ku sake. who's coming??  "
638484437899059000,  but then again. real madrid rule spanish football. so they may still push it through even after the their window closes.	
641376544095621000, if you attend ball state and wanna go to yoga on sunday's with me please raise your hand	
805682869653872000, breaking: #obama admin halts #dakotaaccesspipeline construction after months of resistance  
802198784289538000,"  hey liz, the people are despairing at all this russian hacking stuff - can you let us know you're working on it?"
635550829076979000, wait but when zayn left we got a facebook statement now the whole band is separating and we don't get anything just an article from the sun	
802178894019394000, if you're still using cabs i feel bad for you son. i got  problems but a ride ain't one... #uber 😍😍😩
625353995343822000, go and check out calibraska!! (warning: may or may not burn down your house from how fire it is.) #calibraskaep 	
800836385993322000," this is not a joke, please try not to laugh""china websites block searches for 'fatty kim the third'"" - "
805606621766418000, white and black are not brothers. - muhammad ali  via 
801959316207136000," and the good part of that? a team up with cassidy and nurse awful, uhm i mean nurse hoffel...😌*what's the ship name?*😝#screamqueens"
802304769968611000, (slideshow) the unintended ways #selfdrivingcars will change our lives -  $tsla $uber $gm $f $bmw $goog
674245615358898000, statement made by rahul gandhi proved his ill intent and criminality. his statement proved thy want themself st than this great nation.	
635111688371482000," ""  . agree, that dude is fast. . wat. . friday's. . should've sold kane when he was worth anything""	"
665355706254696000,"in january, i wrote a reflection about the charlie hebdo attacks. tonight my heart breaks in the same way. "
679126938640748000," ""found here comes the sun by george harrison with shazam, have a listen:  	"
802141068657590000, remarkable. expert who investigated death of litvinenko 'killed himself' after trip to russia  
641015328508653000, murray's in major crisis here -  -  down in the nd set after losing the st! scenes!!	
640597531320283000," ""  she has st amendment rights of rel,, they could have just taken her name off it. you just hate christians.""	"
802117496472043000,  #hatchimals  would melt his heart...and mine. x 
634812503571230000," "" i hope she beats her ass.rousey may be a converted guy for all we know. truly, who cares!meh.""	"
637201751255457000, so so happy royal blood have been added to the foo fighters gigs on th and th at milton keynes! yay	
641390733363167000, here here for superman... err john cena reported injured saturday night but just fine for monday even got a pin ftw #cenahatenation	
802211097528925000, dakota access pipeline protestor sophia wilansky injured by protestors homemade bombs via 
680353413901750000, gonna continue to watch twilight tomorrow i've been leaving the rest of the movie that i didn't watch yet for a long time lmao	
633494298508570000,all of the santa clauses that chuck norris sat on as a child are now paraplegic.
641239913552195000," ""people always forget the fact that shawn achieved so much in the age of  like his st single, ep and first album all went # on charts""	"
663851863578554000,  which may people think it is a bad game and that the major issue of dark souls games	
805658717811142000,  only because burning fossil fuels never includes the cost of carbon pollution.
802184483143289000, #breaking: #israel forces kill suspected palestinian attacker in #jerusalem according to police. #palestine
805705726844878000, ask them what they'd feel if brexit was called off now... 
802298679583346000,  michael moore is an idiot calvin. i still love you but no he doesn't get it right ever.
635621426465214000,"since seth rollins has stolen finn balor's sling blade and his finisher, he may as well steal his entrance... #bgsummerslam"
801868850371276000," one goal. iran, hamas and the dance of death - by khaled abu toameh #iran #gaza #hamas⊦ "
668030281291579000, david bowie - blackstar ... get your saturday morning freak on with this new  minute video from mr bowie  	
620664357706432000, a girl named jordan just got crowned miss usa on sunday. it wasn't me in case you were wondering...	
677538414347055000, look forward to auld guy *battering fuck out of ye in the sfv beta tomorrow.  *going mental on here because it doesn't play like dark souls	
639085710889328000, scott walker says his actions covered everyone in poverty with medicaid for first time ever. politifact: mostly true 	
798951666921902000, no need to build a wall. just have rosie o'donnell lay down on the mexican/american border. 
634252221593419000, frank ocean playing omg it's like november already	
801889467841858000, 🏊good practice and ready for tomorrow!   #fcblive 
640508017449037000, okay for real if someone has tickets for the ed sheeran show on october th let me know i will do anything to be at that show	
622501369828769000,  re-read tkam on the train to truro (long time since i read it). will start watchman tomorrow. no spoilers pls!  happy 	
638875980065603000, queer eye for the messiah guy - many modern christians may be surprised to learn that in the time after the resurr... 	
627343534752985000,paul mccartney did not disappoint the th time.  #legendofmusic 
805654805305761000, who gets the phone in a gay marriage and someone calls and asks to speak to the man of the house?
679063091351584000,   had my suspicions in july  iran air  was shot by down by uss vincess in the gulf	
681686775635558000," ""  youre in denial jfc . the babys born in february right , watch briana get a """"miscarriage"""" or some shit .""	"
639173112270073000, the future looks bright for the red sox.  	
626940085758341000," ""or may be they're not convinced that yakub was a traitor, rather helping the authorities. it's a perception game.  	"
675823088462905000, if mcgregor wins tonight someone should keep an eye on dana white. all the blood in his body may rush to his dick and make him pass out	
802190136305806000,muslim is always the target of the ethnic cleansing. #rohingya #palestine
635551610945568000, why would the sun publish such a big announcement of d splitting up and not like what they did with zayn on fb?	
638342827957731000, can't wait to see foo fighters next sunday&amp;with royal bloods supporting will be insane	
640602069594800000,  happy  what is my life i'm wearing a kameez that was one of my eid outfits in the th grade w a gharara from th grade	
633879611932319000, okay i'm rewatching that new kurt cobain documentary and i haven't been this far up nirvana's ass since the th grade	
805621417198940000, lifting of u.s. embargo may impact chinese investment in #cuba..until then its a free ride 
802167348987920000, the best era  #yearsofmidnightmemories #mpn #onedirection #mtvstarsniallhoran
805701641093550000, ⊘a twist within a twist⊙: fans react to ⊘westworld⊙ season one finale  
805664406465957000," | cia whistleblower breaks silence on climate engineering, vaccine......⊦ "
672070053509079000, this amy schumer segment is now old news about  days too late...good producer would have had it on monday  #local #lml	
638173236602077000,all the talk will be about nicki and miley tomorrow. nothing else has been talk worthy. #vmas
805633492222668000,ok there's only been two instances where american actually made me proud to be american. when they legalized gay marriage and today #nodapl
805697154929061000,  but she couldnt get them in the places that mattered on the electoral college...
802210651993209000,"  she said she was a hostage to big bad trump for over a year. wtf, pc would be not calling her on her crap"
636795448011935000, hello fam i'm off work friday sat &amp; sun so if there's a day all of us could get together all at the same time that would be gucci hmu	
638303801296814000,"[wp] ""may i present to you the th episode of vahalla's weekly wars with our special main event: john cena v... "
802409576335376000, social security went in on this check smh. like a whole $ for what 😩😩
681681595858694000," ""thank you guys so much for all the support tonight! it was fun! hopefully, i'll be back tomorrow with dark souls!""	"
805664406654709000, at least they created electoral college to prevent less popular candidate from getting victory by popular vote with help of bigger states.
802198114589376000,"ben carson will be awesome with hud, word is he plays a lot of simcity"
805697587454087000,  annual conference in brussels today on animal welfare and testing 
634112788810596000, i'm going to see paper towns tomorrow with kelvin and his friend who roped him into going and he roped me into it fun	
631197882465550000," "" i know, me too. this was the kakkest fake monday ever. it could have been worse... it could have had a photo of caitlyn jenner""	"
802189828620226000,   he'll never win a ring. dak will never win a ring!! lmaooo nor will tony romo will as well!!
679663429087571000,"average attendance for serie a clubs so far this season. milan th with , [via ] "
802211889803563000,"  ,,,, i hope you had a wonderful,,, turkey day!!! by the way love your book!! see you back monday."
802382893787942000,    your a idiot!! and all of you dems are so racist!!
678589234844930000," ""fact: lady gaga was the highest voted female on  with over ,, votes! nd overall behind d!  	"
678218140971495000, chris evans is worse for wear as he parties with wife at london's chiltern firehouse following festive tfi fri... 	
802371639128326000,"  it's a joke, but maybe don't be the biggest sweetheart to kim jong un"
640771399263481000, niall has the worst luck st this bitch got a prosthetic leg and now a fractured foot  NNEGEMOTICONN /	
665114765862305000, he may not longer be the representative of the  but tony blair is still heading up this initiative.  	
801321428410912000,    #nbawards let's unearth more such jewels of #bengaluru 
629462412933005000," "" there are a few winks in winter soldier and ant-man, various iron mans. largely, though, you may be right.""	"
623726490207809000, it's prince george's nd birthday today!  have released this photo of him with his dad to celebrate. 	
664503374671409000," ""i will record tomorrow and maybe even continue the dark souls playthrough. - best regards, the youtuber with no followers there nor here.""	"
635068284640083000, mexico's totally destroyed the miss usa pageant tomorrow night because i am to be speaking here for free!	
630528609640390000, we're watching sharknado  a month late. they might as well set the th one in iceland &amp; continue to try and pass off scenes filmed in cali	
802387856819793000,  do you think the almighty let leonard cohen and florence henderson make the third pick?
805647010300887000," you have got to be retarded? these fossil fuels are not infinite, we must adapt and evolve and end the dependence of fuel."
627036965460795000," ""dude  , paper towns tomorrow at . i'll dm you the location. let me know if you're available or not.""	"
626149973722271000, call me behind the times but the hulk hogan stuff on twitter recently has made my week and it's only tuesday.  #hulkpls	
802356712678125000, analyzing post-disaster #structural damage using #deeplearning systems  
802204235039378000, i don't understand why outcries against the dakota access pipeline are so few. where are the social justice warriors when you need them?!
802349914248376000, pelosi challenger brings ⊘industrial midwest⊙ perspective 
639331342023589000, might be getting a little excited about seeing foo fighters on saturday. #rock	
640555605170749000,  of the men that showed up for the million man march were christians so who really made the call!? it was god himself! #noisunday	
640443665765277000, yippee! and today we get to celebrate (belated) our th wedding anniversary. the foo fighters tonight!!! with... 	
633112298316402000," ""she is like staring at the sun, she could easily blind someone - jason aldean""	"
638147210098642000, debating if i wanna have milan birthday party on the th or st of november..	
629499542443028000, sorry for the big brother spam y'all! it's a thursday thing!	
631836835061342000," "" i'd like to see him, speith, rory, &amp; dustin johnson at least have a shot on sunday. kinda rooting for dj after all he's been thru""	"
631758203773030000," "" i thought your tribute to frank gifford was first class all around on sunday. thank you, jason.""	"
802402588582821000, venezuela narcotics scandal heaps pressure on president maduro.  execute this drug scum! 
680906911206617000, when you realize that the twilight th anniversary edition isn't the same height as the original hardcovers :'(	
635823569876983000,  if it were an actual battle naruto would murk luffy so far back six paths &gt;&gt; gear th	
632208239577407000,"exception dustin johnson at the british open : -hole position of last  major winners st st st st st st t t #pgachamp"""
664751373779496000," ""meryl streepthis past sunday, amy schumer cemented her position at the top of ... 	"
801696003791474000, #israel is threatened by a more capable and deadly #hezbollah 
802203373328023000,  keep praising your racist neo nazi chosen leader
633779652536827000, brock lesnar vs undertaker sunday night. i'm about as hyped as one can be for a scripted (almost) sporting event	
802360560259997000, donald trump is next president but the biggest winner is melania trump. she can now call herself the first lady instead of the third wife
800875656557035000,  they mustn't get bogged down in the alt-rightists stated view of th century fascist movements; they'll just lie.
640597486139277000," "" perception is /th of reality. because we perceive meek as """"not good enough"""" for nicki. his support looks like he is star struck""	"
681449612427812000," "" hey can not figure out the time of m&amp;g on january  in milan,me you might say? i am panicking! see me thanks x""	"
630446984298647000, how is it august th and frank ocean still hasn't dropped his album	
670819480985927000,   top aquinas football teams of decade chris evans reveals the top gear return date top #cyber monday deals on e	
635299349875003000," ""to me, zayn vs neville last december was the definitive wrestling match, after tonight it's bailey vs sasha. high spots, false finishes..""	"
637735141557858000,bad blood is winning voty tomorrow (even though it should've been blank space)
802429808718118000, i'm appalled how u.s liberals think about fidel's crimes and tyrannies. maybe i understand now why they lost an easy election.
640891971591122000, i refuse to go to school tomorrow because it's still july until frank ocean drops his album	
639878598199898000," "" kim davis is in jail standing agianst gay marriage. barry &amp; michelle r st family,gay/tranie in wh. burn the rainbow flag""	"
636418967335104000," ""trayce thompson continued tearing the cover off the ball tuesday, going -for- with three rbi as the white sox edged the red sox -.""	"
624717667199524000," visiting nirvana by the water? under the sun, i hope?"
802373332909826000,"    completely irrelevant, fbi comey the hatch act, antony wiener's laptop- relevant, but not to electoral college"
802378924437049000,"   no it didn't. the fake ""scandals"" about hrc that were pushed by comey, trump, assange and russia did her in."
637281175531208000, osho!!! sunday oliseh:  home based players in super eagles' coach's plan: according to the sun news...  #adeslaz	
802365163835793000,trump cabinet is being filled with racist and weirdos. the lack the qualification to fill these seats. our country is in trouble.
802337495769825000, modified tesla model s hearse offers ev ride to #technews #tech #news #gadget #apps 
801717248742292000, found this on  google earth vr
805702585789325000,  bizarre that we're taking it for granted that change caused by immigration is a bad thing
675061909121589000,marquis of vaudeville will be performing some of your fav david bowie gems mingled with our own musical mischief! 
660674078936797000,  come on leslie where is your christmas spirit a miracle could happen tomorrow is harvey day then the degromatior then thor	
672332423548542000," "" did you miss the kendrick lamar and j cole subliminal disses to drake on their black friday jawn? come on, every @ da pissgod""	"
640639834432913000,u concerts in ireland at the end of november possibly?! yesss! hope i get tickets! stuff of dreams to see u live. heroes.
624994779714166000," ""hulk hogan may be in hot water right now, but his daughter is backing him up. brooke hogan took to facebook earlier to day to defend her""	"
802356004319072000, my dad admitted that  bob dylan is actually my dad. he folktimetravelled to  and impregnated my mom
802160900262141000, powerful words on sport and life. full transcript of tony romo's statement: 
802210935049886000,"   we all have ""personal life's"" with a story to tell! i dislike her fake emotions & attitude "
640399284664410000," ""when nicki came into the game bey was working on her th solo # album after selling millions, so for nicki to share the same stage is a lot""	"
802356825584783000, i'm crying over richard and leonard cohen 😭😭😭 #gilmoregirlsrevival
638545581984583000," ""i might not be able to tell you any answers to my homework tomorrow, but i sure will tell you all about how the red sox beat the yankees.""	"
802201708403325000," my parents want ben carson as secretary of ed, and i'm gonna lose my mind 🤗"
635516858146250000," ""i am cait: why caitlyn jenner's low ratings aren't all bad news: though e! may have had high hopes for the i am cait, which documents...""	"
802384793027694000,"    for every stupid venal thing dems have done in  yrs, there's video (c-span cspan) of bernie opposing it"
627520960082505000,   never had a need for twitter. then sharknado made the public responsible for april's life. hope to see you in sharknado .	
802372003521069000, hard to tell if this is hillary clinton or george soros. kinda confusing. but i will go with hillz 
627002853375148000,   it was deplorable to say the least of you to dedicate almost  pages to yakub &amp; ironically mr. kalam on th page. sad day	
805668201745055000,people here get mad when their packages arrive late but people in aleppo get mad when homes are destroyed and family killed. #perspective
641399541317550000," ""the th anniversary ps controller looks really nice, but i barely play my ps so i don't want to waste any money.  happy ""	"
805707503887667000, your money: what should a cubs fan pay to realize a lifelong dream?  #apsnynews
640348384809910000, everywhere i go by janet jackson ! ugh i remember waking up when it was still dark in the winter for school i think like rd grade	
799052963582906000,we could do a wall of solar panels on the border> boom> mexican sun god pays for it.  #trumpnarratesplanetearth
801722477512716000, those who have supported the assad regime. and shut their eyes on their crimes.#khamenei #assad #hezbollah 
620565929798279000, go set a watchman is out tomorrow! we're open at :am so you pick it up before work. still time to preorder for half price today #gsow	
634506068287180000,this is a trending topic: caitlyn jenner may face manslaughter charge you cannot make this stuff up.
805651339372019000, dont get so distracted by 'gun control' gorilla u miss mental health issues  ⊜sandy hook promise release psa⊝
636281563785883000," ""i may or may not be in love with seth rollins.  even before that picture tbh.  anyway, back to the 'football'.""	"
802377290533531000,yup.....its alrwady starting...medicare will end..then ss will be cuthope all seniors who voted for trump..are... 
640989094219239000," ""and fyi, i never had a huge problem with kane; i just don't have respect for anyone who may of raped someone.""	"
634747508409942000, chance the rapper concert oct th then janet jackson concert oct th...	
681342696892579000," "".  some rotten toothed muslim is calling for death and destruction in israel. or as israel calls it, monday.""	"
675774824069931000," "" st gulf war tony blair allowed  active aq to claim asylum in britain, can the governemnt tell us where theyrnow? ""	"
622883581057069000," ""no matter what happens in tomorrow's final round at the  #theopen, paul dunne has given  the best exposure at the highest level""	"
623588266168594000,  speaking of mark cuban... are you going to watch sharknado  tomorrow?  happy 	
629156213272350000, i'm so happy; i'm going to see paper towns tomorrow!	
802425052058816000,"  nicolas maduro y cilia flores among others, manage the international drug trafficking from the presidential palace(miraflores)."
681608747874004000," ""excellent free program on sun., / at  -- he's been to iran (and  other countries). #riverforest 	"
640287223057924000," "" tom brady did not deflate balls, but was suspended for  games bc he may or may not have known it was being done""	"
805591416722296000," the fight of lionel messi vs cristiano ronaldo // goals,skills,dribbling/// epic battle  hd:  via "
638851329234898000, and i'm still so confused about kanye west speech from sunday  happy .....	
801272421651255000, i've been outed as a gilmore girls fan. no shame. might as well share my #gilmoregirlstop. luke. richard. emily . pariswho ya got?
624802255036755000, 'hulk hogan' appeared on friday  at the st place in the top of leeds's trends:  #trndnl	
640926389680541000," ""if kris bryant can hit  more hrs by the end of the season, he will be the nd best rookie in cubs history behind kerry wood if not the best""	"
681761278810025000, israel used to kill  arabs for every israeli soldier killed. this ratio may be reversed if hostilities with hizbollah move beyond words.	
640527100374482000," "" to be honest, i'd let murray run it every time, even on th and , than let trey throw.""	"
633650490610331000, happy th anniversary to the group that brought me to kpop! continue slaying. #biban 	
675043990694182000, i just read kim kardashian may have gestational diabetes  via 	
629956549587419000,"august , happy birthday dave evans aka the edge from u.   "
805676090035290000,"  i respect you for being pro-choice and supportive of gay marriage, as it says in the  piece."
802174461323656000,  happy  now it's millions.palestine never existed in any history. it's a glorified refugee camp of jordanians and egypt⊦ 
802209568902233000," un-srsg,martin kobler, calls on libyan parties to implement #ashkirat's agreement and get out of the ""political dep⊦ "
801089954713632000," understandably, no peace can sustained when people continue t... #mikheilsaakashvili #quotation "
639588582869626000,"why is it u never hear, ""...the so called muslim.""?it's always the st thing someone says when pointing a finger at christians. #kimdavis"
681182176373813000, i will cry til oct/nov if i get to see justin bieber in a private box at the o	
640185906733936000,anyone wanna go to the red sox with me tomorrow
802211307323883000, mike pence is trumps permanent bulletproof vest.
679852122465148000, i'm not sure obama's cairo speech has enough staying power to overcome siding with iran in regionwide sectarian war. 	
802378085303652000," #rip: glen frey, david bowie, prince, leonard cohen, leon russell, gwen ifill, florence henderson. 🎼🙏🏼👊🏼👏🏻"
802195462375742000, newt scamander stole my haircut! #fierce #fantasticbeasts
802349645418692000, the d printing daily is out!  stories via   #dprinting #d
623998539744587000," ""#demthrones  jon snow was spotted tues in belfast with another popular night watchman,  where got is currently filming...just sayin!""	"
638094774201810000,"i liked a  video  wwe raw, brock lesnar and paul heyman addressed the ending of summerslam, aug ,"
635961919543902000,this was not destroyed by followers of islam - it was destroyed by the unthinking shock and awe doctrine. 
802405010436829000,  obamacare- the biggest insurance scam in history. and costs about to rise by 
661807147664220000, briana may be pregnant but louis isnt the dad or atleast he is not excited about it you can obviously see it when he's been asked about it	
805705366000566000," acceleration into year end in #eurozone accord to manuf and services #pmi's despite political risks of #brexit,⊦ "
641035837304668000, yoga : weights : conditioning :  what sacrifices will you be making to improve yourself tomorrow?  #no excuses	
635160382894510000, did you know that 'gucci' was trending topic on friday  for  hours in jackson?  #trndnl	
802415639126274000, cotus framers were classic conservatives who were leery about pure democracy. ec was to be safeguard against someon⊦ 
805651822471806000," capital punishment㊐例㊑there is no convincing proof that the death penalty, or capital punishment, prevents crime."
669233945066774000, true story: munibond sales guy was freaking out &amp; wanting to liquidate his ira at depths in aug/sep (talked him out of it for the most part)	
629756789869932000, frank ocean better not joke about tomorrow	
802360973218680000," definitely not, subman. fascists are invariably leftists (hitler, mao, stalin). trump is definitely not a leftist. "
640753714035322000, tom brady hits the field thursday night.... let's goooo	
802342398336462000, that leonard cohen joke hurt.
638172132653010000, meek about to have a nd wave coming from twitter bc nicki came harder without a song haha	
802387504947195000,   michael moore's favorite health care system seems to have #obamacarefail fidel.
801889771496710000, hhmmm. some sent me this: #hamas flag  #nohamas
632981130132721000," ""review: phi @ mil b-o: phillies challenged (play at st), call on the field was overturned: ryan braun grounds out, shortstop freddy ...""	"
681517307697467000," ""bargain said that """"iran was the st help us"""". is that means each take a piece or credit goes country or another?  ""	"
621872438402351000,  who's deion? that may be worse than the paul mccartney thing
802183825988131000," after #uber came with# uberweddings #ola will let you listen to #applemusic, watch #sonyliv movies⊦ "
677517077926846000," ""there'd be absolutely nothing wrong with muslim brotherhood review if one was done on saudi arabia, too  #extremism""	"
800741982792364000,"   yeah, you hate trump, we get it.the saudis financed half of hillary's foundation, so what?unfollowed"
638429746557255000, not even sept st and we've already relapsed into dunkin' donuts 'pumpkin everything' commercials on the radio! its fall babaayyy	
640327074218160000," ""i hope you never experience those type of christians. for me, in god i am strong enough, i can deal with it, may be you wouldn't be able to.""	"
